month,admtyp,sex,race,age_group,county,crime_class,n
2019-11-01,Technical violator,Male,Hispanic,20-24,Lake,Property,1
2019-11-01,Technical violator,Male,Hispanic,20-24,Lake,Public Order,1
2019-11-01,Technical violator,Male,Hispanic,20-24,Will,Person,1
2019-11-01,Technical violator,Male,Hispanic,20-24,Winnebago,Property,1
2019-11-01,Technical violator,Male,Hispanic,25-29,Cook,Person,1
2019-11-01,Technical violator,Male,Hispanic,25-29,Cook,Property,1
2019-11-01,Technical violator,Male,Hispanic,25-29,Cook,Public Order,2
2019-11-01,Technical violator,Male,Hispanic,25-29,Kane,Property,1
2019-11-01,Technical violator,Male,Hispanic,30-34,Boone,Drug,1
2019-11-01,Technical violator,Male,Hispanic,30-34,Cook,Drug,1
2019-11-01,Technical violator,Male,Hispanic,30-34,Cook,Person,3
2019-11-01,Technical violator,Male,Hispanic,30-34,Cook,Property,1
2019-11-01,Technical violator,Male,Hispanic,30-34,Cook,Public Order,4
2019-11-01,Technical violator,Male,Hispanic,30-34,Kane,Person,1
2019-11-01,Technical violator,Male,Hispanic,30-34,Lake,Public Order,1
2019-11-01,Technical violator,Male,Hispanic,30-34,Mercer,Person,1
2019-11-01,Technical violator,Male,Hispanic,30-34,White,Property,1
2019-11-01,Technical violator,Male,Hispanic,30-34,Will,Person,1
2019-11-01,Technical violator,Male,Hispanic,35-44,Cook,Drug,1
2019-11-01,Technical violator,Male,Hispanic,35-44,Cook,Person,4
2019-11-01,Technical violator,Male,Hispanic,35-44,Cook,Property,2
2019-11-01,Technical violator,Male,Hispanic,35-44,Kane,Person,1
2019-11-01,Technical violator,Male,Hispanic,35-44,Lake,Person,1
2019-11-01,Technical violator,Male,Hispanic,45-54,Cook,Person,1
2019-11-01,Technical violator,Male,Hispanic,55-64,Cook,Person,1
2019-11-01,Technical violator,Male,Hispanic,55-64,Cook,Public Order,1
2019-11-01,Technical violator,Male,Hispanic,75<,Cook,Person,1
2019-11-01,Technical violator,Male,White,20-24,Cook,Drug,1
2019-11-01,Technical violator,Male,White,20-24,Cook,Person,1
2019-11-01,Technical violator,Male,White,20-24,Effingham,Drug,1
2019-11-01,Technical violator,Male,White,20-24,Effingham,Property,1
2019-11-01,Technical violator,Male,White,20-24,Grundy,Person,1
2019-11-01,Technical violator,Male,White,20-24,Kane,Person,1
2019-11-01,Technical violator,Male,White,20-24,LaSalle,Public Order,1
2019-11-01,Technical violator,Male,White,20-24,Lake,Public Order,1
2019-11-01,Technical violator,Male,White,20-24,Marshall,Drug,1
2019-11-01,Technical violator,Male,White,20-24,McLean,Person,1
2019-11-01,Technical violator,Male,White,20-24,Saline,Public Order,1
2019-11-01,Technical violator,Male,White,20-24,Schuyler,Property,1
2019-11-01,Technical violator,Male,White,20-24,Stephenson,Person,1
2019-11-01,Technical violator,Male,White,20-24,Will,Person,1
2019-11-01,Technical violator,Male,White,20-24,Winnebago,Person,1
2019-11-01,Technical violator,Male,White,25-29,Adams,Person,1
2019-11-01,Technical violator,Male,White,25-29,Champaign,Person,1
2019-11-01,Technical violator,Male,White,25-29,Cook,Drug,1
2019-11-01,Technical violator,Male,White,25-29,Cook,Property,1
2019-11-01,Technical violator,Male,White,25-29,Cook,Public Order,2
2019-11-01,Technical violator,Male,White,25-29,Fayette,Person,1
2019-11-01,Technical violator,Male,White,25-29,Ford,Public Order,1
2019-11-01,Technical violator,Male,White,25-29,Franklin,Person,1
2019-11-01,Technical violator,Male,White,25-29,Greene,Person,2
2019-11-01,Technical violator,Male,White,25-29,Henry,Property,1
2019-11-01,Technical violator,Male,White,25-29,Jasper,Drug,1
2019-11-01,Technical violator,Male,White,25-29,Lee,Property,1
2019-11-01,Technical violator,Male,White,25-29,Madison,Property,1
2019-11-01,Technical violator,Male,White,25-29,Marion,Property,1
2019-11-01,Technical violator,Male,White,25-29,McHenry,Property,1
2019-11-01,Technical violator,Male,White,25-29,McHenry,Public Order,1
2019-11-01,Technical violator,Male,White,25-29,Montgomery,Person,1
2019-11-01,Technical violator,Male,White,25-29,Saline,Person,1
2019-11-01,Technical violator,Male,White,25-29,Will,Drug,1
2019-11-01,Technical violator,Male,White,25-29,Williamson,Drug,1
2019-11-01,Technical violator,Male,White,25-29,Winnebago,Drug,1
2019-11-01,Technical violator,Male,White,30-34,Champaign,Person,1
2019-11-01,Technical violator,Male,White,30-34,Cook,Drug,1
2019-11-01,Technical violator,Male,White,30-34,Cook,Property,2
2019-11-01,Technical violator,Male,White,30-34,Crawford,Person,1
2019-11-01,Technical violator,Male,White,30-34,Edgar,Property,1
2019-11-01,Technical violator,Male,White,30-34,Fayette,Person,1
2019-11-01,Technical violator,Male,White,30-34,Greene,Person,1
2019-11-01,Technical violator,Male,White,30-34,Jefferson,Property,1
2019-11-01,Technical violator,Male,White,30-34,Lawrence,Person,1
2019-11-01,Technical violator,Male,White,30-34,Madison,Drug,1
2019-11-01,Technical violator,Male,White,30-34,Madison,Property,1
2019-11-01,Technical violator,Male,White,30-34,Madison,Public Order,1
2019-11-01,Technical violator,Male,White,30-34,Marion,Person,1
2019-11-01,Technical violator,Male,White,30-34,Mason,Public Order,1
2019-11-01,Technical violator,Male,White,30-34,Perry,Public Order,1
2019-11-01,Technical violator,Male,White,30-34,Randolph,Person,1
2019-11-01,Technical violator,Male,White,30-34,Richland,Property,1
2019-11-01,Technical violator,Male,White,30-34,Sangamon,Person,1
2019-11-01,Technical violator,Male,White,30-34,Vermilion,Property,1
2019-11-01,Technical violator,Male,White,30-34,Winnebago,Person,1
2019-11-01,Technical violator,Male,White,35-44,Clark,Property,1
2019-11-01,Technical violator,Male,White,35-44,Cook,Drug,3
2019-11-01,Technical violator,Male,White,35-44,Cook,Person,6
2019-11-01,Technical violator,Male,White,35-44,Cook,Public Order,1
2019-11-01,Technical violator,Male,White,35-44,DuPage,Person,1
2019-11-01,Technical violator,Male,White,35-44,Effingham,Drug,1
2019-11-01,Technical violator,Male,White,35-44,Effingham,Property,1
2019-11-01,Technical violator,Male,White,35-44,Fayette,Drug,1
2019-11-01,Technical violator,Male,White,35-44,Jo Daviess,Person,1
2019-11-01,Technical violator,Male,White,35-44,Kendall,Person,1
2019-11-01,Technical violator,Male,White,35-44,Lawrence,Property,1
2019-11-01,Technical violator,Male,White,35-44,Massac,Public Order,1
2019-11-01,Technical violator,Male,White,35-44,Moultrie,Drug,1
2019-11-01,Technical violator,Male,White,35-44,Ogle,Person,1
2019-11-01,Technical violator,Male,White,35-44,Peoria,Person,1
2019-11-01,Technical violator,Male,White,35-44,Randolph,Person,1
2019-11-01,Technical violator,Male,White,35-44,Rock Island,Public Order,1
2019-11-01,Technical violator,Male,White,35-44,Saline,Drug,1
2019-11-01,Technical violator,Male,White,35-44,Sangamon,Drug,1
2019-11-01,Technical violator,Male,White,35-44,Sangamon,Person,2
2019-11-01,Technical violator,Male,White,35-44,Shelby,Property,1
2019-11-01,Technical violator,Male,White,35-44,Shelby,Public Order,1
2019-11-01,Technical violator,Male,White,35-44,St. Clair,Drug,1
2019-11-01,Technical violator,Male,White,35-44,Stark,Person,1
2019-11-01,Technical violator,Male,White,35-44,Tazewell,Person,1
2019-11-01,Technical violator,Male,White,35-44,Vermilion,Drug,1
2019-11-01,Technical violator,Male,White,35-44,White,Drug,1
2019-11-01,Technical violator,Male,White,35-44,Williamson,Property,1
2019-11-01,Technical violator,Male,White,45-54,Adams,Person,1
2019-11-01,Technical violator,Male,White,45-54,Christian,Person,1
2019-11-01,Technical violator,Male,White,45-54,Clark,Drug,1
2019-11-01,Technical violator,Male,White,45-54,Cook,Drug,1
2019-11-01,Technical violator,Male,White,45-54,Cook,Person,2
2019-11-01,Technical violator,Male,White,45-54,Cook,Property,2
2019-11-01,Technical violator,Male,White,45-54,Fayette,Person,1
2019-11-01,Technical violator,Male,White,45-54,Ford,Public Order,1
2019-11-01,Technical violator,Male,White,45-54,LaSalle,Public Order,1
2019-11-01,Technical violator,Male,White,45-54,Livingston,Person,1
2019-11-01,Technical violator,Male,White,45-54,Livingston,Property,1
2019-11-01,Technical violator,Male,White,45-54,Madison,Person,1
2019-11-01,Technical violator,Male,White,45-54,McLean,Public Order,1
2019-11-01,Technical violator,Male,White,45-54,Monroe,Public Order,1
2019-11-01,Technical violator,Male,White,45-54,Montgomery,Drug,1
2019-11-01,Technical violator,Male,White,45-54,Sangamon,Property,1
2019-11-01,Technical violator,Male,White,45-54,Tazewell,Public Order,1
2019-11-01,Technical violator,Male,White,45-54,Vermilion,Public Order,1
2019-11-01,Technical violator,Male,White,45-54,Warren,Property,1
2019-11-01,Technical violator,Male,White,45-54,White,Property,1
2019-11-01,Technical violator,Male,White,55-64,Boone,Person,1
2019-11-01,Technical violator,Male,White,55-64,Cook,Person,1
2019-11-01,Technical violator,Male,White,55-64,Cook,Property,2
2019-11-01,Technical violator,Male,White,55-64,DuPage,Person,1
2019-11-01,Technical violator,Male,White,55-64,Lake,Property,1
2019-11-01,Technical violator,Male,White,55-64,Macon,Property,1
2019-11-01,Technical violator,Male,White,55-64,Madison,Person,3
2019-11-01,Technical violator,Male,White,55-64,McHenry,Person,1
2019-11-01,Technical violator,Male,White,55-64,McLean,Public Order,1
2019-11-01,Technical violator,Male,White,65-74,Cook,Person,1
2019-11-01,Technical violator,Male,White,65-74,Jo Daviess,Person,1
2019-11-01,Technical violator,Male,White,65-74,Marion,Person,1
2019-11-01,Technical violator,Male,White,65-74,Will,Person,1
2019-11-01,Technical violator,Male,White,75<,Will,Person,1
2019-12-01,Court admission,Female,Asian,35-44,Cook,Drug,1
2019-12-01,Court admission,Female,Bi-Racial,25-29,Cook,Drug,1
2019-12-01,Court admission,Female,Black,18-19,Lake,Person,1
2019-12-01,Court admission,Female,Black,20-24,Cook,Drug,1
2019-12-01,Court admission,Female,Black,20-24,Cook,Person,1
2019-12-01,Court admission,Female,Black,20-24,Logan,Person,1
2019-12-01,Court admission,Female,Black,20-24,Macon,Public Order,2
2019-12-01,Court admission,Female,Black,25-29,Boone,Drug,1
2019-12-01,Court admission,Female,Black,25-29,Cook,Drug,1
2019-12-01,Court admission,Female,Black,25-29,Peoria,Person,1
2019-12-01,Court admission,Female,Black,25-29,Rock Island,Person,1
2019-12-01,Court admission,Female,Black,25-29,Stephenson,Public Order,1
2019-12-01,Court admission,Female,Black,25-29,Will,Public Order,1
2019-12-01,Court admission,Female,Black,30-34,Cook,Public Order,2
2019-12-01,Court admission,Female,Black,30-34,DuPage,Property,1
2019-12-01,Court admission,Female,Black,30-34,Kankakee,Property,1
2019-12-01,Court admission,Female,Black,30-34,Lake,Property,1
2019-12-01,Court admission,Female,Black,30-34,St. Clair,Person,1
2019-12-01,Court admission,Female,Black,35-44,Cook,Property,2
2019-12-01,Court admission,Female,Black,35-44,Cook,Public Order,3
2019-12-01,Court admission,Female,Black,35-44,Henry,Public Order,1
2019-12-01,Court admission,Female,Black,35-44,Lake,Person,1
2019-12-01,Court admission,Female,Black,35-44,McLean,Drug,1
2019-12-01,Court admission,Female,Black,35-44,Winnebago,Drug,1
2019-12-01,Court admission,Female,Black,35-44,Woodford,Drug,1
2019-12-01,Court admission,Female,Black,45-54,Cook,Public Order,2
2019-12-01,Court admission,Female,Black,45-54,DuPage,Property,1
2019-12-01,Court admission,Female,Black,45-54,LaSalle,Property,1
2019-12-01,Court admission,Female,Black,55-64,Cook,Drug,3
2019-12-01,Court admission,Female,Black,55-64,Macon,Property,1
2019-12-01,Court admission,Female,Hispanic,30-34,Cook,Property,1
2019-12-01,Court admission,Female,Hispanic,30-34,DuPage,Property,1
2019-12-01,Court admission,Female,Hispanic,35-44,Cook,Person,1
2019-12-01,Court admission,Female,Hispanic,35-44,McHenry,Drug,1
2019-12-01,Court admission,Female,White,18-19,Madison,Public Order,1
2019-12-01,Court admission,Female,White,18-19,Pike,Drug,1
2019-12-01,Court admission,Female,White,18-19,Tazewell,Drug,1
2019-12-01,Court admission,Female,White,20-24,Marion,Person,1
2019-12-01,Court admission,Female,White,20-24,Marion,Property,1
2019-12-01,Court admission,Female,White,25-29,Bureau,Drug,1
2019-12-01,Court admission,Female,White,25-29,Coles,Drug,1
2019-12-01,Court admission,Female,White,25-29,Cook,Person,1
2019-12-01,Court admission,Female,White,25-29,Cook,Property,1
2019-12-01,Court admission,Female,White,25-29,Cook,Public Order,1
2019-12-01,Court admission,Female,White,25-29,Fayette,Property,1
2019-12-01,Court admission,Female,White,25-29,Franklin,Drug,1
2019-12-01,Court admission,Female,White,25-29,Franklin,Property,1
2019-12-01,Court admission,Female,White,25-29,Henry,Drug,1
2019-12-01,Court admission,Female,White,25-29,Jersey,Drug,1
2019-12-01,Court admission,Female,White,25-29,Lake,Property,1
2019-12-01,Court admission,Female,White,25-29,St. Clair,Person,1
2019-12-01,Court admission,Female,White,25-29,White,Drug,1
2019-12-01,Court admission,Female,White,30-34,Bond,Drug,1
2019-12-01,Court admission,Female,White,30-34,Clay,Drug,1
2019-12-01,Court admission,Female,White,30-34,Clinton,Property,1
2019-12-01,Court admission,Female,White,30-34,Cook,Public Order,1
2019-12-01,Court admission,Female,White,30-34,Franklin,Drug,1
2019-12-01,Court admission,Female,White,30-34,Grundy,Drug,1
2019-12-01,Court admission,Female,White,30-34,LaSalle,Drug,1
2019-12-01,Court admission,Female,White,30-34,LaSalle,Property,1
2019-12-01,Court admission,Female,White,30-34,Macon,Property,1
2019-12-01,Court admission,Female,White,30-34,Madison,Drug,1
2019-12-01,Court admission,Female,White,30-34,McHenry,Drug,1
2019-12-01,Court admission,Female,White,30-34,McLean,Property,1
2019-12-01,Court admission,Female,White,30-34,Morgan,Drug,1
2019-12-01,Court admission,Female,White,30-34,Pike,Drug,1
2019-12-01,Court admission,Female,White,30-34,Tazewell,Drug,1
2019-12-01,Court admission,Female,White,30-34,Vermilion,Person,1
2019-12-01,Court admission,Female,White,30-34,Whiteside,Drug,1
2019-12-01,Court admission,Female,White,30-34,Will,Property,1
2019-12-01,Court admission,Female,White,30-34,Winnebago,Drug,1
2019-12-01,Court admission,Female,White,30-34,Winnebago,Public Order,1
2019-12-01,Court admission,Female,White,35-44,Bond,Drug,1
2019-12-01,Court admission,Female,White,35-44,Brown,Property,1
2019-12-01,Court admission,Female,White,35-44,Clay,Public Order,1
2019-12-01,Court admission,Female,White,35-44,Clinton,Public Order,1
2019-12-01,Court admission,Female,White,35-44,Cook,Drug,1
2019-12-01,Court admission,Female,White,35-44,Cook,Property,1
2019-12-01,Court admission,Female,White,35-44,Franklin,Drug,1
2019-12-01,Court admission,Female,White,35-44,Grundy,Property,1
2019-12-01,Court admission,Female,White,35-44,Henderson,Public Order,1
2019-12-01,Court admission,Female,White,35-44,Jefferson,Property,1
2019-12-01,Court admission,Female,White,35-44,Jersey,Property,1
2019-12-01,Court admission,Female,White,35-44,Jo Daviess,Property,1
2019-12-01,Court admission,Female,White,35-44,LaSalle,Property,1
2019-12-01,Court admission,Female,White,35-44,Macoupin,Drug,1
2019-12-01,Court admission,Female,White,35-44,Madison,Drug,1
2019-12-01,Court admission,Female,White,35-44,Marion,Drug,1
2019-12-01,Court admission,Female,White,35-44,McDonough,Drug,1
2019-12-01,Court admission,Female,White,35-44,Monroe,Drug,1
2019-12-01,Court admission,Female,White,35-44,St. Clair,Drug,2
2019-12-01,Court admission,Female,White,35-44,Stephenson,Property,1
2019-12-01,Court admission,Female,White,35-44,Tazewell,Property,1
2019-12-01,Court admission,Female,White,35-44,Wabash,Drug,1
2019-12-01,Court admission,Female,White,45-54,Cook,Drug,2
2019-12-01,Court admission,Female,White,45-54,LaSalle,Person,1
2019-12-01,Court admission,Female,White,45-54,Madison,Property,1
2019-12-01,Court admission,Female,White,45-54,Pike,Drug,1
2019-12-01,Court admission,Female,White,45-54,Rock Island,Drug,1
2019-12-01,Court admission,Female,White,45-54,Tazewell,Property,1
2019-12-01,Court admission,Female,White,45-54,Vermilion,Person,1
2019-12-01,Court admission,Female,White,55-64,Cook,Person,1
2019-12-01,Court admission,Female,White,55-64,Cook,Property,1
2019-12-01,Court admission,Female,White,55-64,White,Drug,1
2019-12-01,Court admission,Male,American Indian,25-29,LaSalle,Person,1
2019-12-01,Court admission,Male,American Indian,30-34,Richland,Person,1
2019-12-01,Court admission,Male,Asian,25-29,Cook,Property,1
2019-12-01,Court admission,Male,Black,18-19,Adams,Person,1
2019-12-01,Court admission,Male,Black,18-19,Cook,Person,5
2019-12-01,Court admission,Male,Black,18-19,Cook,Property,2
2019-12-01,Court admission,Male,Black,18-19,Cook,Public Order,9
2019-12-01,Court admission,Male,Black,18-19,Kendall,Drug,1
2019-12-01,Court admission,Male,Black,18-19,Kendall,Person,1
2019-12-01,Court admission,Male,Black,18-19,Kendall,Public Order,1
2019-12-01,Court admission,Male,Black,18-19,Peoria,Drug,1
2019-12-01,Court admission,Male,Black,18-19,Sangamon,Person,1
2019-12-01,Court admission,Male,Black,18-19,Sangamon,Public Order,1
2019-12-01,Court admission,Male,Black,18-19,St. Clair,Person,1
2019-12-01,Court admission,Male,Black,18-19,Will,Public Order,1
2019-12-01,Court admission,Male,Black,18-19,Winnebago,Person,1
2019-12-01,Court admission,Male,Black,20-24,Cook,Drug,5
2019-12-01,Court admission,Male,Black,20-24,Cook,Person,19
2019-12-01,Court admission,Male,Black,20-24,Cook,Property,7
2019-12-01,Court admission,Male,Black,20-24,Cook,Public Order,29
2019-12-01,Court admission,Male,Black,20-24,DeKalb,Person,1
2019-12-01,Court admission,Male,Black,20-24,DeKalb,Public Order,1
2019-12-01,Court admission,Male,Black,20-24,Henry,Person,1
2019-12-01,Court admission,Male,Black,20-24,Jackson,Public Order,1
2019-12-01,Court admission,Male,Black,20-24,Kane,Person,1
2019-12-01,Court admission,Male,Black,20-24,Kane,Public Order,1
2019-12-01,Court admission,Male,Black,20-24,Kankakee,Public Order,2
2019-12-01,Court admission,Male,Black,20-24,Kendall,Public Order,1
2019-12-01,Court admission,Male,Black,20-24,LaSalle,Property,2
